       0.3500   0.7658E+00  0.1578E+00  0.9236E+00  0.4184E+00  0.5052E+00 -0.9990E+03  0.6992E+00  0.4968E+00  0.1224E+03
       0.3600   0.7612E+00  0.1592E+00  0.9204E+00  0.4172E+00  0.5032E+00 -0.9990E+03  0.7071E+00  0.4977E+00  0.1248E+03
       0.3700   0.7532E+00  0.1641E+00  0.9172E+00  0.4161E+00  0.5011E+00 -0.9990E+03  0.7124E+00  0.4990E+00  0.1264E+03
       0.3800   0.7421E+00  0.1718E+00  0.9140E+00  0.4150E+00  0.4990E+00 -0.9990E+03  0.7150E+00  0.5008E+00  0.1273E+03
       0.3900   0.7286E+00  0.1821E+00  0.9106E+00  0.4139E+00  0.4968E+00 -0.9990E+03  0.7152E+00  0.5028E+00  0.1276E+03
       0.4000   0.7130E+00  0.1942E+00  0.9073E+00  0.4127E+00  0.4946E+00 -0.9990E+03  0.7130E+00  0.5051E+00  0.1272E+03
       0.4100   0.6960E+00  0.2078E+00  0.9038E+00  0.4113E+00  0.4925E+00 -0.9990E+03  0.7089E+00  0.5073E+00  0.1262E+03
       0.4200   0.6782E+00  0.2221E+00  0.9003E+00  0.4099E+00  0.4904E+00 -0.9990E+03  0.7031E+00  0.5095E+00  0.1248E+03
       0.4300   0.6601E+00  0.2367E+00  0.8968E+00  0.4084E+00  0.4885E+00 -0.9990E+03  0.6959E+00  0.5115E+00  0.1230E+03
       0.4400   0.6424E+00  0.2508E+00  0.8932E+00  0.4067E+00  0.4866E+00 -0.9990E+03  0.6878E+00  0.5132E+00  0.1209E+03
       0.4500   0.6255E+00  0.2641E+00  0.8896E+00  0.4048E+00  0.4848E+00 -0.9990E+03  0.6792E+00  0.5144E+00  0.1187E+03
       0.4600   0.6099E+00  0.2760E+00  0.8859E+00  0.4028E+00  0.4831E+00 -0.9990E+03  0.6705E+00  0.5152E+00  0.1165E+03
       0.4700   0.5960E+00  0.2862E+00  0.8821E+00  0.4007E+00  0.4814E+00 -0.9990E+03  0.6624E+00  0.5155E+00  0.1143E+03
       0.4800   0.5840E+00  0.2944E+00  0.8784E+00  0.3986E+00  0.4798E+00 -0.9990E+03  0.6551E+00  0.5153E+00  0.1124E+03
       0.4900   0.5742E+00  0.3003E+00  0.8745E+00  0.3963E+00  0.4783E+00 -0.9990E+03  0.6492E+00  0.5145E+00  0.1108E+03
       0.5000   0.5667E+00  0.3039E+00  0.8707E+00  0.3939E+00  0.4767E+00 -0.9990E+03  0.6449E+00  0.5133E+00  0.1095E+03
       0.5100   0.5616E+00  0.3052E+00  0.8667E+00  0.3916E+00  0.4752E+00 -0.9990E+03  0.6426E+00  0.5116E+00  0.1087E+03
       0.5200   0.5587E+00  0.3041E+00  0.8628E+00  0.3892E+00  0.4736E+00 -0.9990E+03  0.6424E+00  0.5095E+00  0.1085E+03
       0.5300   0.5579E+00  0.3009E+00  0.8588E+00  0.3868E+00  0.4720E+00 -0.9990E+03  0.6443E+00  0.5070E+00  0.1087E+03
       0.5400   0.5591E+00  0.2956E+00  0.8547E+00  0.3845E+00  0.4702E+00 -0.9990E+03  0.6484E+00  0.5044E+00  0.1095E+03
       0.5500   0.5619E+00  0.2887E+00  0.8506E+00  0.3822E+00  0.4684E+00 -0.9990E+03  0.6545E+00  0.5016E+00  0.1108E+03
       0.5600   0.5661E+00  0.2804E+00  0.8465E+00  0.3800E+00  0.4665E+00 -0.9990E+03  0.6623E+00  0.4987E+00  0.1126E+03
       0.5700   0.5713E+00  0.2711E+00  0.8424E+00  0.3779E+00  0.4644E+00 -0.9990E+03  0.6716E+00  0.4959E+00  0.1148E+03
       0.5800   0.5771E+00  0.2610E+00  0.8381E+00  0.3759E+00  0.4622E+00 -0.9990E+03  0.6819E+00  0.4931E+00  0.1173E+03
       0.5900   0.5833E+00  0.2506E+00  0.8339E+00  0.3740E+00  0.4599E+00 -0.9990E+03  0.6930E+00  0.4906E+00  0.1201E+03
       0.6000   0.5894E+00  0.2403E+00  0.8296E+00  0.3722E+00  0.4574E+00 -0.9990E+03  0.7044E+00  0.4883E+00  0.1231E+03
       0.6100   0.5951E+00  0.2302E+00  0.8253E+00  0.3705E+00  0.4548E+00 -0.9990E+03  0.7159E+00  0.4863E+00  0.1261E+03
       0.6200   0.6002E+00  0.2208E+00  0.8210E+00  0.3690E+00  0.4520E+00 -0.9990E+03  0.7271E+00  0.4847E+00  0.1292E+03
       0.6300   0.6043E+00  0.2123E+00  0.8166E+00  0.3675E+00  0.4491E+00 -0.9990E+03  0.7377E+00  0.4835E+00  0.1322E+03
       0.6400   0.6073E+00  0.2049E+00  0.8122E+00  0.3661E+00  0.4461E+00 -0.9990E+03  0.7475E+00  0.4826E+00  0.1351E+03
       0.6500   0.6091E+00  0.1987E+00  0.8078E+00  0.3648E+00  0.4430E+00 -0.9990E+03  0.7564E+00  0.4822E+00  0.1377E+03
       0.6600   0.6095E+00  0.1938E+00  0.8034E+00  0.3636E+00  0.4398E+00 -0.9990E+03  0.7640E+00  0.4822E+00  0.1400E+03
       0.6700   0.6086E+00  0.1903E+00  0.7989E+00  0.3624E+00  0.4365E+00 -0.9990E+03  0.7705E+00  0.4825E+00  0.1420E+03
       0.6800   0.6063E+00  0.1882E+00  0.7945E+00  0.3613E+00  0.4332E+00 -0.9990E+03  0.7756E+00  0.4831E+00  0.1437E+03
       0.6900   0.6026E+00  0.1874E+00  0.7900E+00  0.3601E+00  0.4299E+00 -0.9990E+03  0.7795E+00  0.4839E+00  0.1449E+03
       0.7000   0.5978E+00  0.1877E+00  0.7855E+00  0.3590E+00  0.4266E+00 -0.9990E+03  0.7820E+00  0.4849E+00  0.1458E+03
       0.7100   0.5920E+00  0.1890E+00  0.7810E+00  0.3578E+00  0.4233E+00 -0.9990E+03  0.7833E+00  0.4860E+00  0.1463E+03
       0.7200   0.5853E+00  0.1912E+00  0.7766E+00  0.3566E+00  0.4200E+00 -0.9990E+03  0.7835E+00  0.4871E+00  0.1465E+03
       0.7300   0.5780E+00  0.1941E+00  0.7721E+00  0.3553E+00  0.4168E+00 -0.9990E+03  0.7826E+00  0.4881E+00  0.1463E+03
       0.7400   0.5702E+00  0.1974E+00  0.7676E+00  0.3540E+00  0.4136E+00 -0.9990E+03  0.7807E+00  0.4890E+00  0.1458E+03
       0.7500   0.5622E+00  0.2010E+00  0.7631E+00  0.3526E+00  0.4106E+00 -0.9990E+03  0.7781E+00  0.4897E+00  0.1451E+03
       0.7600   0.5541E+00  0.2046E+00  0.7587E+00  0.3511E+00  0.4076E+00 -0.9990E+03  0.7748E+00  0.4902E+00  0.1441E+03
       0.7700   0.5462E+00  0.2080E+00  0.7542E+00  0.3496E+00  0.4046E+00 -0.9990E+03  0.7711E+00  0.4905E+00  0.1430E+03
       0.7800   0.5387E+00  0.2111E+00  0.7498E+00  0.3480E+00  0.4018E+00 -0.9990E+03  0.7671E+00  0.4904E+00  0.1417E+03
       0.7900   0.5317E+00  0.2137E+00  0.7454E+00  0.3464E+00  0.3990E+00 -0.9990E+03  0.7629E+00  0.4900E+00  0.1404E+03
       0.8000   0.5253E+00  0.2156E+00  0.7410E+00  0.3447E+00  0.3963E+00 -0.9990E+03  0.7587E+00  0.4893E+00  0.1391E+03
       0.8100   0.5197E+00  0.2169E+00  0.7366E+00  0.3430E+00  0.3937E+00 -0.9990E+03  0.7546E+00  0.4882E+00  0.1377E+03
       0.8200   0.5148E+00  0.2174E+00  0.7322E+00  0.3412E+00  0.3911E+00 -0.9990E+03  0.7508E+00  0.4868E+00  0.1364E+03
       0.8300   0.5108E+00  0.2171E+00  0.7279E+00  0.3394E+00  0.3885E+00 -0.9990E+03  0.7474E+00  0.4852E+00  0.1353E+03
       0.8400   0.5076E+00  0.2160E+00  0.7235E+00  0.3376E+00  0.3860E+00 -0.9990E+03  0.7444E+00  0.4833E+00  0.1342E+03
       0.8500   0.5051E+00  0.2141E+00  0.7192E+00  0.3358E+00  0.3835E+00 -0.9990E+03  0.7419E+00  0.4811E+00  0.1332E+03
       0.8600   0.5034E+00  0.2115E+00  0.7149E+00  0.3339E+00  0.3810E+00 -0.9990E+03  0.7399E+00  0.4788E+00  0.1324E+03
       0.8700   0.5023E+00  0.2083E+00  0.7106E+00  0.3321E+00  0.3785E+00 -0.9990E+03  0.7384E+00  0.4763E+00  0.1317E+03
       0.8800   0.5018E+00  0.2045E+00  0.7063E+00  0.3304E+00  0.3760E+00 -0.9990E+03  0.7375E+00  0.4737E+00  0.1312E+03
       0.8900   0.5017E+00  0.2004E+00  0.7021E+00  0.3286E+00  0.3735E+00 -0.9990E+03  0.7369E+00  0.4710E+00  0.1308E+03
       0.9000   0.5018E+00  0.1960E+00  0.6978E+00  0.3269E+00  0.3709E+00 -0.9990E+03  0.7368E+00  0.4683E+00  0.1305E+03
       0.9100   0.5022E+00  0.1914E+00  0.6936E+00  0.3252E+00  0.3684E+00 -0.9990E+03  0.7369E+00  0.4656E+00  0.1303E+03
       0.9200   0.5026E+00  0.1868E+00  0.6894E+00  0.3236E+00  0.3658E+00 -0.9990E+03  0.7373E+00  0.4630E+00  0.1302E+03
       0.9300   0.5029E+00  0.1823E+00  0.6852E+00  0.3220E+00  0.3632E+00 -0.9990E+03  0.7379E+00  0.4604E+00  0.1301E+03
       0.9400   0.5031E+00  0.1779E+00  0.6810E+00  0.3204E+00  0.3606E+00 -0.9990E+03  0.7385E+00  0.4580E+00  0.1300E+03
       0.9500   0.5030E+00  0.1739E+00  0.6769E+00  0.3189E+00  0.3580E+00 -0.9990E+03  0.7391E+00  0.4556E+00  0.1300E+03
       0.9600   0.5025E+00  0.1702E+00  0.6727E+00  0.3175E+00  0.3553E+00 -0.9990E+03  0.7396E+00  0.4535E+00  0.1300E+03
       0.9700   0.5017E+00  0.1670E+00  0.6686E+00  0.3160E+00  0.3526E+00 -0.9990E+03  0.7400E+00  0.4514E+00  0.1299E+03
       0.9800   0.5003E+00  0.1642E+00  0.6645E+00  0.3146E+00  0.3499E+00 -0.9990E+03  0.7402E+00  0.4496E+00  0.1298E+03
       0.9900   0.4985E+00  0.1619E+00  0.6605E+00  0.3133E+00  0.3472E+00 -0.9990E+03  0.7401E+00  0.4478E+00  0.1296E+03
       1.0000   0.4963E+00  0.1602E+00  0.6564E+00  0.3119E+00  0.3445E+00 -0.9990E+03  0.7397E+00  0.4462E+00  0.1293E+03
       1.0100   0.4935E+00  0.1589E+00  0.6524E+00  0.3106E+00  0.3418E+00 -0.9990E+03  0.7390E+00  0.4448E+00  0.1290E+03
       1.0200   0.4904E+00  0.1580E+00  0.6484E+00  0.3093E+00  0.3391E+00 -0.9990E+03  0.7380E+00  0.4434E+00  0.1286E+03
       1.0300   0.4869E+00  0.1576E+00  0.6444E+00  0.3080E+00  0.3365E+00 -0.9990E+03  0.7366E+00  0.4422E+00  0.1281E+03
       1.0400   0.4830E+00  0.1575E+00  0.6405E+00  0.3067E+00  0.3338E+00 -0.9990E+03  0.7350E+00  0.4409E+00  0.1275E+03
       1.0500   0.4789E+00  0.1576E+00  0.6366E+00  0.3054E+00  0.3312E+00 -0.9990E+03  0.7330E+00  0.4397E+00  0.1268E+03
       1.0600   0.4747E+00  0.1580E+00  0.6327E+00  0.3041E+00  0.3286E+00 -0.9990E+03  0.7308E+00  0.4386E+00  0.1260E+03
       1.0700   0.4703E+00  0.1585E+00  0.6288E+00  0.3028E+00  0.3261E+00 -0.9990E+03  0.7284E+00  0.4374E+00  0.1252E+03
       1.0800   0.4659E+00  0.1591E+00  0.6250E+00  0.3014E+00  0.3236E+00 -0.9990E+03  0.7257E+00  0.4361E+00  0.1243E+03
       1.0900   0.4615E+00  0.1597E+00  0.6212E+00  0.3001E+00  0.3211E+00 -0.9990E+03  0.7229E+00  0.4348E+00  0.1234E+03
       1.1000   0.4573E+00  0.1601E+00  0.6174E+00  0.2987E+00  0.3187E+00 -0.9990E+03  0.7200E+00  0.4334E+00  0.1224E+03
       1.1100   0.4532E+00  0.1605E+00  0.6137E+00  0.2973E+00  0.3163E+00 -0.9990E+03  0.7170E+00  0.4319E+00  0.1215E+03
       1.1200   0.4493E+00  0.1606E+00  0.6099E+00  0.2960E+00  0.3140E+00 -0.9990E+03  0.7139E+00  0.4303E+00  0.1205E+03
       1.1300   0.4457E+00  0.1605E+00  0.6062E+00  0.2945E+00  0.3117E+00 -0.9990E+03  0.7109E+00  0.4286E+00  0.1194E+03
       1.1400   0.4424E+00  0.1602E+00  0.6026E+00  0.2931E+00  0.3095E+00 -0.9990E+03  0.7079E+00  0.4267E+00  0.1184E+03
       1.1500   0.4393E+00  0.1596E+00  0.5990E+00  0.2917E+00  0.3073E+00 -0.9990E+03  0.7050E+00  0.4248E+00  0.1175E+03
       1.1600   0.4366E+00  0.1588E+00  0.5954E+00  0.2903E+00  0.3051E+00 -0.9990E+03  0.7022E+00  0.4228E+00  0.1165E+03
       1.1700   0.4341E+00  0.1576E+00  0.5918E+00  0.2888E+00  0.3030E+00 -0.9990E+03  0.6994E+00  0.4207E+00  0.1155E+03
       1.1800   0.4320E+00  0.1563E+00  0.5882E+00  0.2874E+00  0.3009E+00 -0.9990E+03  0.6968E+00  0.4185E+00  0.1146E+03
       1.1900   0.4300E+00  0.1547E+00  0.5847E+00  0.2860E+00  0.2988E+00 -0.9990E+03  0.6943E+00  0.4162E+00  0.1137E+03
       1.2000   0.4283E+00  0.1529E+00  0.5812E+00  0.2845E+00  0.2967E+00 -0.9990E+03  0.6919E+00  0.4139E+00  0.1129E+03
       1.2100   0.4268E+00  0.1510E+00  0.5778E+00  0.2831E+00  0.2947E+00 -0.9990E+03  0.6896E+00  0.4115E+00  0.1120E+03
       1.2200   0.4253E+00  0.1490E+00  0.5743E+00  0.2817E+00  0.2926E+00 -0.9990E+03  0.6874E+00  0.4091E+00  0.1112E+03
       1.2300   0.4240E+00  0.1469E+00  0.5709E+00  0.2803E+00  0.2906E+00 -0.9990E+03  0.6853E+00  0.4066E+00  0.1105E+03
       1.2400   0.4227E+00  0.1448E+00  0.5675E+00  0.2789E+00  0.2886E+00 -0.9990E+03  0.6833E+00  0.4042E+00  0.1097E+03
       1.2500   0.4214E+00  0.1428E+00  0.5642E+00  0.2776E+00  0.2866E+00 -0.9990E+03  0.6814E+00  0.4017E+00  0.1090E+03
       1.2600   0.4201E+00  0.1408E+00  0.5609E+00  0.2762E+00  0.2847E+00 -0.9990E+03  0.6794E+00  0.3993E+00  0.1083E+03
       1.2700   0.4187E+00  0.1389E+00  0.5576E+00  0.2749E+00  0.2827E+00 -0.9990E+03  0.6775E+00  0.3969E+00  0.1076E+03
       1.2800   0.4172E+00  0.1371E+00  0.5543E+00  0.2735E+00  0.2808E+00 -0.9990E+03  0.6756E+00  0.3945E+00  0.1069E+03
       1.2900   0.4156E+00  0.1355E+00  0.5510E+00  0.2722E+00  0.2788E+00 -0.9990E+03  0.6737E+00  0.3922E+00  0.1062E+03
       1.3000   0.4138E+00  0.1340E+00  0.5478E+00  0.2709E+00  0.2769E+00 -0.9990E+03  0.6718E+00  0.3899E+00  0.1055E+03
       1.3100   0.4119E+00  0.1327E+00  0.5446E+00  0.2696E+00  0.2750E+00 -0.9990E+03  0.6698E+00  0.3876E+00  0.1048E+03
       1.3200   0.4098E+00  0.1316E+00  0.5414E+00  0.2683E+00  0.2732E+00 -0.9990E+03  0.6678E+00  0.3854E+00  0.1040E+03
       1.3300   0.4076E+00  0.1306E+00  0.5383E+00  0.2670E+00  0.2713E+00 -0.9990E+03  0.6657E+00  0.3832E+00  0.1033E+03
       1.3400   0.4053E+00  0.1299E+00  0.5352E+00  0.2657E+00  0.2695E+00 -0.9990E+03  0.6636E+00  0.3810E+00  0.1026E+03
       1.3500   0.4029E+00  0.1292E+00  0.5321E+00  0.2644E+00  0.2677E+00 -0.9990E+03  0.6613E+00  0.3789E+00  0.1018E+03
       1.3600   0.4003E+00  0.1287E+00  0.5290E+00  0.2631E+00  0.2659E+00 -0.9990E+03  0.6590E+00  0.3768E+00  0.1011E+03
       1.3700   0.3977E+00  0.1283E+00  0.5260E+00  0.2618E+00  0.2641E+00 -0.9990E+03  0.6566E+00  0.3747E+00  0.1003E+03
       1.3800   0.3950E+00  0.1279E+00  0.5229E+00  0.2606E+00  0.2624E+00 -0.9990E+03  0.6542E+00  0.3727E+00  0.9948E+02
       1.3900   0.3923E+00  0.1276E+00  0.5200E+00  0.2593E+00  0.2607E+00 -0.9990E+03  0.6517E+00  0.3706E+00  0.9867E+02
       1.4000   0.3896E+00  0.1274E+00  0.5170E+00  0.2580E+00  0.2590E+00 -0.9990E+03  0.6491E+00  0.3686E+00  0.9785E+02
       1.4100   0.3870E+00  0.1271E+00  0.5140E+00  0.2568E+00  0.2573E+00 -0.9990E+03  0.6465E+00  0.3666E+00  0.9702E+02
       1.4200   0.3843E+00  0.1268E+00  0.5111E+00  0.2555E+00  0.2556E+00 -0.9990E+03  0.6438E+00  0.3646E+00  0.9619E+02
       1.4300   0.3818E+00  0.1264E+00  0.5082E+00  0.2543E+00  0.2540E+00 -0.9990E+03  0.6411E+00  0.3626E+00  0.9535E+02
       1.4400   0.3793E+00  0.1260E+00  0.5054E+00  0.2530E+00  0.2524E+00 -0.9990E+03  0.6384E+00  0.3607E+00  0.9451E+02
       1.4500   0.3770E+00  0.1255E+00  0.5025E+00  0.2518E+00  0.2508E+00 -0.9990E+03  0.6357E+00  0.3587E+00  0.9368E+02
       1.4600   0.3748E+00  0.1250E+00  0.4997E+00  0.2506E+00  0.2492E+00 -0.9990E+03  0.6330E+00  0.3567E+00  0.9285E+02
       1.4700   0.3726E+00  0.1243E+00  0.4969E+00  0.2494E+00  0.2476E+00 -0.9990E+03  0.6303E+00  0.3548E+00  0.9203E+02
       1.4800   0.3706E+00  0.1235E+00  0.4942E+00  0.2482E+00  0.2460E+00 -0.9990E+03  0.6276E+00  0.3528E+00  0.9121E+02
       1.4900   0.3688E+00  0.1227E+00  0.4914E+00  0.2470E+00  0.2444E+00 -0.9990E+03  0.6249E+00  0.3508E+00  0.9041E+02
       1.5000   0.3670E+00  0.1217E+00  0.4887E+00  0.2458E+00  0.2429E+00 -0.9990E+03  0.6223E+00  0.3489E+00  0.8962E+02
       1.5100   0.3653E+00  0.1207E+00  0.4860E+00  0.2447E+00  0.2413E+00 -0.9990E+03  0.6198E+00  0.3469E+00  0.8885E+02
       1.5200   0.3637E+00  0.1196E+00  0.4834E+00  0.2436E+00  0.2398E+00 -0.9990E+03  0.6172E+00  0.3449E+00  0.8809E+02
       1.5300   0.3622E+00  0.1185E+00  0.4807E+00  0.2424E+00  0.2383E+00 -0.9990E+03  0.6148E+00  0.3430E+00  0.8735E+02
       1.5400   0.3608E+00  0.1173E+00  0.4781E+00  0.2413E+00  0.2368E+00 -0.9990E+03  0.6124E+00  0.3410E+00  0.8662E+02
       1.5500   0.3594E+00  0.1161E+00  0.4755E+00  0.2403E+00  0.2352E+00 -0.9990E+03  0.6100E+00  0.3390E+00  0.8590E+02
       1.5600   0.3580E+00  0.1150E+00  0.4729E+00  0.2392E+00  0.2337E+00 -0.9990E+03  0.6076E+00  0.3371E+00  0.8520E+02
       1.5700   0.3566E+00  0.1138E+00  0.4704E+00  0.2381E+00  0.2322E+00 -0.9990E+03  0.6054E+00  0.3351E+00  0.8452E+02
       1.5800   0.3551E+00  0.1127E+00  0.4678E+00  0.2371E+00  0.2307E+00 -0.9990E+03  0.6031E+00  0.3332E+00  0.8384E+02
       1.5900   0.3537E+00  0.1116E+00  0.4653E+00  0.2361E+00  0.2293E+00 -0.9990E+03  0.6009E+00  0.3312E+00  0.8317E+02
       1.6000   0.3522E+00  0.1106E+00  0.4628E+00  0.2351E+00  0.2278E+00 -0.9990E+03  0.5987E+00  0.3293E+00  0.8252E+02
       1.6100   0.3507E+00  0.1096E+00  0.4604E+00  0.2341E+00  0.2263E+00 -0.9990E+03  0.5965E+00  0.3274E+00  0.8187E+02
       1.6200   0.3492E+00  0.1088E+00  0.4579E+00  0.2331E+00  0.2249E+00 -0.9990E+03  0.5943E+00  0.3255E+00  0.8123E+02
       1.6300   0.3476E+00  0.1080E+00  0.4555E+00  0.2321E+00  0.2234E+00 -0.9990E+03  0.5921E+00  0.3236E+00  0.8059E+02
       1.6400   0.3459E+00  0.1072E+00  0.4531E+00  0.2311E+00  0.2220E+00 -0.9990E+03  0.5900E+00  0.3217E+00  0.7996E+02
       1.6500   0.3442E+00  0.1066E+00  0.4507E+00  0.2302E+00  0.2206E+00 -0.9990E+03  0.5879E+00  0.3198E+00  0.7934E+02
       1.6600   0.3424E+00  0.1060E+00  0.4484E+00  0.2292E+00  0.2192E+00 -0.9990E+03  0.5857E+00  0.3180E+00  0.7872E+02
       1.6700   0.3406E+00  0.1054E+00  0.4460E+00  0.2283E+00  0.2178E+00 -0.9990E+03  0.5836E+00  0.3161E+00  0.7810E+02
       1.6800   0.3388E+00  0.1050E+00  0.4437E+00  0.2273E+00  0.2164E+00 -0.9990E+03  0.5814E+00  0.3143E+00  0.7749E+02
       1.6900   0.3369E+00  0.1045E+00  0.4414E+00  0.2264E+00  0.2150E+00 -0.9990E+03  0.5793E+00  0.3125E+00  0.7688E+02
       1.7000   0.3351E+00  0.1041E+00  0.4391E+00  0.2255E+00  0.2137E+00 -0.9990E+03  0.5772E+00  0.3107E+00  0.7627E+02
       1.7100   0.3332E+00  0.1037E+00  0.4369E+00  0.2246E+00  0.2123E+00 -0.9990E+03  0.5750E+00  0.3089E+00  0.7567E+02
       1.7200   0.3314E+00  0.1033E+00  0.4346E+00  0.2237E+00  0.2110E+00 -0.9990E+03  0.5729E+00  0.3071E+00  0.7506E+02
       1.7300   0.3296E+00  0.1029E+00  0.4324E+00  0.2227E+00  0.2097E+00 -0.9990E+03  0.5707E+00  0.3053E+00  0.7446E+02
       1.7400   0.3278E+00  0.1025E+00  0.4302E+00  0.2218E+00  0.2084E+00 -0.9990E+03  0.5686E+00  0.3036E+00  0.7386E+02
       1.7500   0.3260E+00  0.1020E+00  0.4281E+00  0.2209E+00  0.2071E+00 -0.9990E+03  0.5664E+00  0.3018E+00  0.7327E+02
